Invoice_ID,Date,Customer_Name,Customer_ID,Region,Product,Category,Product_ID,Quantity,Unit_Price,Total_Amount
INV11235,21-02-2023 11:00,Sneha Kulkarni,3729,Central,T-Shirt,Clothing,PID117,1,358.85,358.85
INV11236,21-02-2023 12:00,Neha Rao,4958,Central,LED TV,Electronics,PID103,9,1681.21,15130.89
INV11237,21-02-2023 13:00,Neha Rao,2203,East,Mobile Phone,Electronics,PID144,4,715.23,2860.92
INV11238,21-02-2023 14:00,Amit Shah,4502,North,Laptop,Electronics,PID122,5,138.37,691.85
INV11239,21-02-2023 15:00,Arjun Desai,4283,South,Washing Machine,Home Appliances,PID126,4,1692.72,6770.88
INV11240,21-02-2023 16:00,Ravi Mehta,2947,Central,Laptop,Electronics,PID103,4,273.75,1095
INV11241,21-02-2023 17:00,Amit Shah,2000,East,Mobile Phone,Electronics,PID112,6,105.42,632.52
INV11242,21-02-2023 18:00,Arjun Desai,4747,West,T-Shirt,Clothing,PID110,6,1737.36,10424.16
INV11243,21-02-2023 19:00,Arjun Desai,1639,South,Washing Machine,Home Appliances,PID110,1,1187.6,1187.6
INV11244,21-02-2023 20:00,Priya Singh,2831,South,LED TV,Electronics,PID118,1,2030.64,2030.64
INV11245,21-02-2023 21:00,Ravi Mehta,1729,North,Jeans,Clothing,PID132,7,494.35,3460.45
INV11246,21-02-2023 22:00,Neha Rao,1652,East,LED TV,Electronics,PID113,1,1325.69,1325.69
INV11247,21-02-2023 23:00,Arjun Desai,1432,North,Jeans,Clothing,PID112,1,378.49,378.49
INV11248,22-02-2023 00:00,Sneha Kulkarni,3691,Central,LED TV,Electronics,PID106,6,1083.31,6499.86
INV11249,22-02-2023 01:00,Neha Rao,4937,Central,Microwave,Home Appliances,PID132,8,955.29,7642.32
INV11250,22-02-2023 02:00,Sneha Kulkarni,3810,East,Washing Machine,Home Appliances,PID131,7,1631.69,11421.83
INV11251,22-02-2023 03:00,Amit Shah,3937,West,Washing Machine,Home Appliances,PID144,6,1596.22,9577.32
INV11252,22-02-2023 04:00,Karan Patel,1100,Central,T-Shirt,Clothing,PID136,7,719.71,5037.97
INV11253,22-02-2023 05:00,Arjun Desai,3367,Central,Washing Machine,Home Appliances,PID107,2,221.64,443.28
INV11254,22-02-2023 06:00,Neha Rao,2121,West,Microwave,Home Appliances,PID145,6,351.47,2108.82
INV11255,22-02-2023 07:00,Sneha Kulkarni,1847,South,Microwave,Home Appliances,PID133,9,2291.03,20619.27
INV11256,22-02-2023 08:00,Amit Shah,3326,East,Jeans,Clothing,PID118,4,1843.78,7375.12
INV11257,22-02-2023 09:00,Karan Patel,3745,South,Microwave,Home Appliances,PID135,2,2361.79,4723.58
INV11258,22-02-2023 10:00,Ravi Mehta,2878,North,Rice Cooker,Home Appliances,PID133,9,1582.54,14242.86
INV11259,22-02-2023 11:00,Sneha Kulkarni,2166,West,Washing Machine,Home Appliances,PID135,8,2210.3,17682.4
INV11260,22-02-2023 12:00,Sneha Kulkarni,4416,East,Laptop,Electronics,PID105,8,1954.8,15638.4
INV11261,22-02-2023 13:00,Neha Rao,2884,West,Jeans,Clothing,PID149,7,687.41,4811.87
INV11262,22-02-2023 14:00,Neha Rao,3403,West,Washing Machine,Home Appliances,PID100,8,1899.46,15195.68
INV11263,22-02-2023 15:00,Amit Shah,3942,South,Washing Machine,Home Appliances,PID144,3,1562.52,4687.56
INV11264,22-02-2023 16:00,Sneha Kulkarni,2614,South,Microwave,Home Appliances,PID129,6,507.54,3045.24
INV11265,22-02-2023 17:00,Arjun Desai,3916,North,LED TV,Electronics,PID114,7,325.87,2281.09
INV11266,22-02-2023 18:00,Amit Shah,4426,East,Laptop,Electronics,PID108,5,979.99,4899.95
INV11267,22-02-2023 19:00,Sneha Kulkarni,1429,West,Laptop,Electronics,PID128,2,1505.67,3011.34
INV11268,22-02-2023 20:00,Amit Shah,2062,North,Microwave,Home Appliances,PID101,7,1436.06,10052.42
INV11269,22-02-2023 21:00,Arjun Desai,4374,West,Jeans,Clothing,PID129,2,1254.86,2509.72
INV11270,22-02-2023 22:00,Arjun Desai,4620,North,T-Shirt,Clothing,PID145,9,1249.12,11242.08
INV11271,22-02-2023 23:00,Sneha Kulkarni,3472,West,Laptop,Electronics,PID103,9,139.58,1256.22
INV11272,23-02-2023 00:00,Ravi Mehta,2371,South,Washing Machine,Home Appliances,PID118,6,151.8,910.8
INV11273,23-02-2023 01:00,Neha Rao,1428,Central,Jeans,Clothing,PID119,4,1078.66,4314.64
INV11274,23-02-2023 02:00,Ravi Mehta,2309,North,Microwave,Home Appliances,PID104,4,1336.42,5345.68
INV11275,23-02-2023 03:00,Arjun Desai,1454,North,Mobile Phone,Electronics,PID108,5,1721.31,8606.55
INV11276,23-02-2023 04:00,Amit Shah,2347,Central,LED TV,Electronics,PID119,7,1696.53,11875.71
INV11277,23-02-2023 05:00,Arjun Desai,1518,South,LED TV,Electronics,PID148,8,2464.29,19714.32
INV11278,23-02-2023 06:00,Ravi Mehta,4424,North,Mobile Phone,Electronics,PID115,8,1040.32,8322.56
INV11279,23-02-2023 07:00,Amit Shah,2838,South,Microwave,Home Appliances,PID148,7,404.2,2829.4
INV11280,23-02-2023 08:00,Neha Rao,2326,West,Jeans,Clothing,PID119,6,822.34,4934.04
INV11281,23-02-2023 09:00,Arjun Desai,1209,West,T-Shirt,Clothing,PID119,2,1939.73,3879.46
INV11282,23-02-2023 10:00,Amit Shah,1590,Central,Mobile Phone,Electronics,PID125,8,685.26,5482.08
INV11283,23-02-2023 11:00,Neha Rao,1893,East,Laptop,Electronics,PID138,4,2061.96,8247.84
INV11284,23-02-2023 12:00,Priya Singh,1866,South,Washing Machine,Home Appliances,PID132,8,2034.54,16276.32
INV11285,23-02-2023 13:00,Ravi Mehta,4940,East,Mobile Phone,Electronics,PID111,5,1226.11,6130.55
INV11286,23-02-2023 14:00,Priya Singh,3491,East,Mobile Phone,Electronics,PID120,3,1852.17,5556.51
INV11287,23-02-2023 15:00,Arjun Desai,4204,South,Laptop,Electronics,PID122,6,2022.89,12137.34
INV11288,23-02-2023 16:00,Neha Rao,1175,East,Jeans,Clothing,PID119,2,1843.15,3686.3
INV11289,23-02-2023 17:00,Neha Rao,4158,North,Washing Machine,Home Appliances,PID122,6,850.58,5103.48
INV11290,23-02-2023 18:00,Priya Singh,1760,West,Washing Machine,Home Appliances,PID148,6,507.73,3046.38
INV11291,23-02-2023 19:00,Arjun Desai,4529,Central,LED TV,Electronics,PID146,1,386.17,386.17
INV11292,23-02-2023 20:00,Neha Rao,1216,South,Washing Machine,Home Appliances,PID105,5,2412.23,12061.15
INV11293,23-02-2023 21:00,Sneha Kulkarni,2429,Central,Washing Machine,Home Appliances,PID144,5,326.76,1633.8
INV11294,23-02-2023 22:00,Amit Shah,3910,West,Washing Machine,Home Appliances,PID111,8,1158.09,9264.72
INV11295,23-02-2023 23:00,Karan Patel,2430,Central,Washing Machine,Home Appliances,PID134,7,343.91,2407.37
INV11296,24-02-2023 00:00,Priya Singh,1603,South,Laptop,Electronics,PID107,9,2007.51,18067.59
INV11297,24-02-2023 01:00,Sneha Kulkarni,2452,Central,Microwave,Home Appliances,PID126,3,1427.53,4282.59
INV11298,24-02-2023 02:00,Ravi Mehta,2742,East,T-Shirt,Clothing,PID115,1,521.71,521.71
INV11299,24-02-2023 03:00,Karan Patel,4303,East,LED TV,Electronics,PID146,7,2403.28,16822.96
INV11300,24-02-2023 04:00,Neha Rao,1819,West,Microwave,Home Appliances,PID131,9,2136.06,19224.54
INV11301,24-02-2023 05:00,Amit Shah,2734,East,Mobile Phone,Electronics,PID128,7,404.71,2832.97
INV11302,24-02-2023 06:00,Sneha Kulkarni,4501,Central,LED TV,Electronics,PID106,7,2051.87,14363.09
INV11303,24-02-2023 07:00,Karan Patel,2061,North,Jeans,Clothing,PID115,6,2126.61,12759.66
INV11304,24-02-2023 08:00,Amit Shah,3471,Central,Microwave,Home Appliances,PID128,5,1952.32,9761.6
INV11305,24-02-2023 09:00,Amit Shah,4470,North,Microwave,Home Appliances,PID124,5,942.75,4713.75
INV11306,24-02-2023 10:00,Karan Patel,3928,Central,Mobile Phone,Electronics,PID142,8,715.65,5725.2
INV11307,24-02-2023 11:00,Sneha Kulkarni,4012,North,Rice Cooker,Home Appliances,PID135,9,1359.81,12238.29
INV11308,24-02-2023 12:00,Neha Rao,3955,North,LED TV,Electronics,PID147,4,1238.19,4952.76
INV11309,24-02-2023 13:00,Karan Patel,4660,South,LED TV,Electronics,PID103,1,1500.79,1500.79
INV11310,24-02-2023 14:00,Priya Singh,3626,South,LED TV,Electronics,PID126,5,1103.17,5515.85
INV11311,24-02-2023 15:00,Amit Shah,1184,Central,Rice Cooker,Home Appliances,PID122,4,605.79,2423.16
INV11312,24-02-2023 16:00,Ravi Mehta,4448,East,LED TV,Electronics,PID122,4,1468.51,5874.04
INV11313,24-02-2023 17:00,Neha Rao,3322,South,LED TV,Electronics,PID129,1,1390.2,1390.2
INV11314,24-02-2023 18:00,Arjun Desai,1601,North,Microwave,Home Appliances,PID142,3,2280.17,6840.51
INV11315,24-02-2023 19:00,Arjun Desai,2309,Central,LED TV,Electronics,PID123,3,1624.52,4873.56
INV11316,24-02-2023 20:00,Karan Patel,2371,East,Laptop,Electronics,PID147,8,1946.76,15574.08
INV11317,24-02-2023 21:00,Karan Patel,3766,Central,Rice Cooker,Home Appliances,PID115,6,1125.19,6751.14
INV11318,24-02-2023 22:00,Amit Shah,1529,North,Laptop,Electronics,PID106,6,2073.84,12443.04
INV11319,24-02-2023 23:00,Amit Shah,2012,South,T-Shirt,Clothing,PID122,6,843.21,5059.26
INV11320,25-02-2023 00:00,Karan Patel,3803,South,Mobile Phone,Electronics,PID137,8,2446.97,19575.76
INV11321,25-02-2023 01:00,Arjun Desai,2854,West,Washing Machine,Home Appliances,PID130,5,2057.64,10288.2
INV11322,25-02-2023 02:00,Ravi Mehta,1006,West,LED TV,Electronics,PID141,3,110.49,331.47
INV11323,25-02-2023 03:00,Amit Shah,1187,Central,Microwave,Home Appliances,PID118,1,2063.05,2063.05
INV11324,25-02-2023 04:00,Amit Shah,2623,Central,Washing Machine,Home Appliances,PID146,8,1391.29,11130.32
INV11325,25-02-2023 05:00,Priya Singh,2139,East,Laptop,Electronics,PID103,4,1492.12,5968.48
INV11326,25-02-2023 06:00,Sneha Kulkarni,3546,South,Jeans,Clothing,PID105,3,2495.99,7487.97
INV11327,25-02-2023 07:00,Priya Singh,1062,South,T-Shirt,Clothing,PID118,8,1822.2,14577.6
INV11328,25-02-2023 08:00,Ravi Mehta,1440,West,Microwave,Home Appliances,PID126,7,412.72,2889.04
INV11329,25-02-2023 09:00,Arjun Desai,2367,North,LED TV,Electronics,PID128,8,1909.75,15278
INV11330,25-02-2023 10:00,Sneha Kulkarni,1586,North,Microwave,Home Appliances,PID111,2,578.83,1157.66
INV11331,25-02-2023 11:00,Arjun Desai,1378,West,Mobile Phone,Electronics,PID137,8,2343.85,18750.8
INV11332,25-02-2023 12:00,Karan Patel,3342,Central,Washing Machine,Home Appliances,PID112,4,732.99,2931.96
INV11333,25-02-2023 13:00,Arjun Desai,2706,South,Mobile Phone,Electronics,PID127,2,1208.18,2416.36
INV11334,25-02-2023 14:00,Ravi Mehta,2255,South,LED TV,Electronics,PID104,4,2050.76,8203.04
INV11335,25-02-2023 15:00,Ravi Mehta,3487,South,T-Shirt,Clothing,PID145,8,2414.15,19313.2
INV11336,25-02-2023 16:00,Priya Singh,3441,North,Washing Machine,Home Appliances,PID145,6,477.06,2862.36
INV11337,25-02-2023 17:00,Sneha Kulkarni,4831,Central,Microwave,Home Appliances,PID116,3,265.7,797.1
INV11338,25-02-2023 18:00,Ravi Mehta,4946,North,Microwave,Home Appliances,PID126,7,1996.18,13973.26
INV11339,25-02-2023 19:00,Sneha Kulkarni,1736,Central,Washing Machine,Home Appliances,PID125,6,2170.56,13023.36
INV11340,25-02-2023 20:00,Arjun Desai,4347,West,Microwave,Home Appliances,PID103,5,1544.95,7724.75
INV11341,25-02-2023 21:00,Neha Rao,1873,Central,LED TV,Electronics,PID107,6,510.05,3060.3
INV11342,25-02-2023 22:00,Arjun Desai,1703,North,Jeans,Clothing,PID125,3,477.23,1431.69
INV11343,25-02-2023 23:00,Karan Patel,4238,South,Rice Cooker,Home Appliances,PID132,5,1205.43,6027.15
INV11344,26-02-2023 00:00,Sneha Kulkarni,1098,North,LED TV,Electronics,PID111,3,565.36,1696.08
INV11345,26-02-2023 01:00,Priya Singh,3930,West,Mobile Phone,Electronics,PID112,2,932.34,1864.68
INV11346,26-02-2023 02:00,Arjun Desai,3459,South,Laptop,Electronics,PID120,2,2006.36,4012.72
INV11347,26-02-2023 03:00,Priya Singh,4299,North,Laptop,Electronics,PID136,2,353.82,707.64
INV11348,26-02-2023 04:00,Ravi Mehta,1413,South,Rice Cooker,Home Appliances,PID124,4,828.84,3315.36
INV11349,26-02-2023 05:00,Sneha Kulkarni,1313,West,T-Shirt,Clothing,PID138,2,1051.87,2103.74
INV11350,26-02-2023 06:00,Arjun Desai,3373,Central,Laptop,Electronics,PID102,4,645.91,2583.64
INV11351,26-02-2023 07:00,Priya Singh,4133,Central,Rice Cooker,Home Appliances,PID118,9,1800.18,16201.62
INV11352,26-02-2023 08:00,Amit Shah,3176,East,T-Shirt,Clothing,PID106,3,1225.12,3675.36
INV11353,26-02-2023 09:00,Priya Singh,2785,South,Washing Machine,Home Appliances,PID116,5,2371.89,11859.45
INV11354,26-02-2023 10:00,Karan Patel,4523,West,Washing Machine,Home Appliances,PID112,2,915.65,1831.3
INV11355,26-02-2023 11:00,Amit Shah,2432,North,Rice Cooker,Home Appliances,PID123,7,2321.26,16248.82
INV11356,26-02-2023 12:00,Sneha Kulkarni,1422,North,LED TV,Electronics,PID144,5,1463.85,7319.25
INV11357,26-02-2023 13:00,Neha Rao,3698,East,Washing Machine,Home Appliances,PID107,7,1392.98,9750.86
INV11358,26-02-2023 14:00,Ravi Mehta,1229,North,Microwave,Home Appliances,PID107,3,663.65,1990.95
INV11359,26-02-2023 15:00,Amit Shah,2594,West,Rice Cooker,Home Appliances,PID144,6,2374.65,14247.9
INV11360,26-02-2023 16:00,Priya Singh,1676,West,Mobile Phone,Electronics,PID101,3,864,2592
INV11361,26-02-2023 17:00,Arjun Desai,4583,Central,Microwave,Home Appliances,PID129,1,1411.89,1411.89
INV11362,26-02-2023 18:00,Arjun Desai,1715,South,LED TV,Electronics,PID102,8,2354.63,18837.04
INV11363,26-02-2023 19:00,Ravi Mehta,2948,South,Rice Cooker,Home Appliances,PID144,9,2141.54,19273.86
INV11364,26-02-2023 20:00,Neha Rao,3657,North,Mobile Phone,Electronics,PID125,5,841.08,4205.4
INV11365,26-02-2023 21:00,Neha Rao,1337,South,Laptop,Electronics,PID116,1,2032.34,2032.34
INV11366,26-02-2023 22:00,Ravi Mehta,1245,East,T-Shirt,Clothing,PID137,2,1733.89,3467.78
INV11367,26-02-2023 23:00,Ravi Mehta,4720,South,Mobile Phone,Electronics,PID102,8,180.1,1440.8
INV11368,27-02-2023 00:00,Ravi Mehta,1557,North,Microwave,Home Appliances,PID132,7,1282.86,8980.02
INV11369,27-02-2023 01:00,Sneha Kulkarni,1203,South,Laptop,Electronics,PID129,4,1113.83,4455.32
INV11370,27-02-2023 02:00,Sneha Kulkarni,3952,West,Washing Machine,Home Appliances,PID114,3,1681.4,5044.2
INV11371,27-02-2023 03:00,Sneha Kulkarni,2216,West,LED TV,Electronics,PID107,4,1786.79,7147.16
INV11372,27-02-2023 04:00,Arjun Desai,4910,Central,Jeans,Clothing,PID129,5,1790.97,8954.85
INV11373,27-02-2023 05:00,Priya Singh,4430,Central,Rice Cooker,Home Appliances,PID122,4,1203.84,4815.36
INV11374,27-02-2023 06:00,Sneha Kulkarni,2577,Central,T-Shirt,Clothing,PID111,9,2373.52,21361.68
INV11375,27-02-2023 07:00,Ravi Mehta,1673,Central,Mobile Phone,Electronics,PID138,1,270.53,270.53
INV11376,27-02-2023 08:00,Amit Shah,1735,South,LED TV,Electronics,PID147,1,1657.2,1657.2
INV11377,27-02-2023 09:00,Amit Shah,4325,North,Microwave,Home Appliances,PID107,7,1153.87,8077.09
INV11378,27-02-2023 10:00,Neha Rao,3331,South,Jeans,Clothing,PID108,3,658.04,1974.12
INV11379,27-02-2023 11:00,Amit Shah,3265,North,LED TV,Electronics,PID107,4,428,1712
INV11380,27-02-2023 12:00,Amit Shah,2635,North,Jeans,Clothing,PID137,1,1209.89,1209.89
INV11381,27-02-2023 13:00,Amit Shah,1572,North,LED TV,Electronics,PID132,2,832.76,1665.52
INV11382,27-02-2023 14:00,Neha Rao,4623,North,T-Shirt,Clothing,PID147,5,626.19,3130.95
INV11383,27-02-2023 15:00,Karan Patel,1181,West,Laptop,Electronics,PID132,4,187.16,748.64
INV11384,27-02-2023 16:00,Arjun Desai,2594,North,Jeans,Clothing,PID144,3,850.73,2552.19
INV11385,27-02-2023 17:00,Amit Shah,1973,South,T-Shirt,Clothing,PID110,2,2336.64,4673.28
INV11386,27-02-2023 18:00,Amit Shah,1940,North,LED TV,Electronics,PID122,1,1392.18,1392.18
INV11387,27-02-2023 19:00,Amit Shah,2246,West,Jeans,Clothing,PID142,1,679.39,679.39
INV11388,27-02-2023 20:00,Arjun Desai,1207,South,Laptop,Electronics,PID142,1,2441.79,2441.79
INV11389,27-02-2023 21:00,Neha Rao,3470,East,Jeans,Clothing,PID124,7,1662.81,11639.67
INV11390,27-02-2023 22:00,Priya Singh,2193,South,Rice Cooker,Home Appliances,PID114,1,1317.01,1317.01
INV11391,27-02-2023 23:00,Karan Patel,1138,West,Rice Cooker,Home Appliances,PID109,2,2340.36,4680.72
INV11392,28-02-2023 00:00,Arjun Desai,3250,West,Jeans,Clothing,PID119,2,1974.49,3948.98
INV11393,28-02-2023 01:00,Amit Shah,1253,Central,LED TV,Electronics,PID115,8,1377.8,11022.4
INV11394,28-02-2023 02:00,Neha Rao,2189,East,Mobile Phone,Electronics,PID134,5,116.92,584.6
INV11395,28-02-2023 03:00,Neha Rao,1568,North,T-Shirt,Clothing,PID133,4,1093.71,4374.84
INV11396,28-02-2023 04:00,Sneha Kulkarni,2658,West,T-Shirt,Clothing,PID120,3,2019.21,6057.63
INV11397,28-02-2023 05:00,Arjun Desai,4467,Central,Laptop,Electronics,PID145,8,783.76,6270.08
INV11398,28-02-2023 06:00,Arjun Desai,1425,Central,Microwave,Home Appliances,PID146,6,230.6,1383.6
INV11399,28-02-2023 07:00,Priya Singh,4518,North,LED TV,Electronics,PID139,7,1559.59,10917.13
INV11400,28-02-2023 08:00,Neha Rao,4577,South,Washing Machine,Home Appliances,PID100,5,2258.98,11294.9
INV11401,28-02-2023 09:00,Neha Rao,2160,East,Jeans,Clothing,PID124,5,2473.08,12365.4
INV11402,28-02-2023 10:00,Karan Patel,2429,North,Washing Machine,Home Appliances,PID145,8,375.02,3000.16
INV11403,28-02-2023 11:00,Sneha Kulkarni,1933,North,Microwave,Home Appliances,PID113,1,2408.88,2408.88
INV11404,28-02-2023 12:00,Sneha Kulkarni,1968,South,LED TV,Electronics,PID118,3,1020.78,3062.34
INV11405,28-02-2023 13:00,Priya Singh,1761,South,Microwave,Home Appliances,PID107,7,1889.34,13225.38
INV11406,28-02-2023 14:00,Neha Rao,1568,West,Microwave,Home Appliances,PID140,3,589.99,1769.97
INV11407,28-02-2023 15:00,Sneha Kulkarni,3626,South,T-Shirt,Clothing,PID114,9,1714.2,15427.8
INV11408,28-02-2023 16:00,Ravi Mehta,1230,South,Mobile Phone,Electronics,PID143,2,1711.55,3423.1
INV11409,28-02-2023 17:00,Priya Singh,1994,East,Laptop,Electronics,PID117,1,777.32,777.32
INV11410,28-02-2023 18:00,Priya Singh,4315,East,LED TV,Electronics,PID100,7,1169.25,8184.75
INV11411,28-02-2023 19:00,Ravi Mehta,3333,East,Mobile Phone,Electronics,PID146,9,1095.06,9855.54
INV11412,28-02-2023 20:00,Priya Singh,2656,North,Rice Cooker,Home Appliances,PID132,4,1672.04,6688.16
INV11413,28-02-2023 21:00,Sneha Kulkarni,3969,East,Rice Cooker,Home Appliances,PID100,9,2445.2,22006.8
INV11414,28-02-2023 22:00,Sneha Kulkarni,3101,East,Microwave,Home Appliances,PID133,3,1468.25,4404.75
INV11415,28-02-2023 23:00,Arjun Desai,2823,Central,T-Shirt,Clothing,PID103,8,1406.48,11251.84
INV11416,01-03-2023 00:00,Sneha Kulkarni,1789,East,LED TV,Electronics,PID116,9,911.29,8201.61
INV11417,01-03-2023 01:00,Ravi Mehta,2415,North,T-Shirt,Clothing,PID101,5,1726.73,8633.65
INV11418,01-03-2023 02:00,Arjun Desai,2900,Central,Microwave,Home Appliances,PID138,5,2130.63,10653.15
INV11419,01-03-2023 03:00,Sneha Kulkarni,3625,North,Mobile Phone,Electronics,PID109,5,336.81,1684.05
INV11420,01-03-2023 04:00,Ravi Mehta,2293,North,Washing Machine,Home Appliances,PID141,9,679.25,6113.25
INV11421,01-03-2023 05:00,Ravi Mehta,3436,Central,Mobile Phone,Electronics,PID144,9,1523.33,13709.97
INV11422,01-03-2023 06:00,Ravi Mehta,2036,Central,Laptop,Electronics,PID136,3,301.64,904.92
INV11423,01-03-2023 07:00,Arjun Desai,1342,Central,Washing Machine,Home Appliances,PID125,4,934.38,3737.52
INV11424,01-03-2023 08:00,Priya Singh,4707,Central,T-Shirt,Clothing,PID126,6,1250.83,7504.98
INV11425,01-03-2023 09:00,Karan Patel,2612,North,Jeans,Clothing,PID138,8,2033.94,16271.52
INV11426,01-03-2023 10:00,Neha Rao,1338,Central,Washing Machine,Home Appliances,PID124,2,1363.84,2727.68
INV11427,01-03-2023 11:00,Ravi Mehta,3071,South,Washing Machine,Home Appliances,PID128,4,1012.18,4048.72
INV11428,01-03-2023 12:00,Sneha Kulkarni,4106,East,Jeans,Clothing,PID145,5,453.74,2268.7
INV11429,01-03-2023 13:00,Ravi Mehta,2997,East,Washing Machine,Home Appliances,PID117,6,585.82,3514.92
INV11430,01-03-2023 14:00,Neha Rao,4907,South,Washing Machine,Home Appliances,PID121,1,1343.5,1343.5
INV11431,01-03-2023 15:00,Amit Shah,2945,North,Microwave,Home Appliances,PID125,6,2031.18,12187.08
INV11432,01-03-2023 16:00,Priya Singh,1585,North,Rice Cooker,Home Appliances,PID125,7,1057.78,7404.46
INV11433,01-03-2023 17:00,Sneha Kulkarni,2509,East,Jeans,Clothing,PID120,9,646.74,5820.66
INV11434,01-03-2023 18:00,Priya Singh,1421,West,Microwave,Home Appliances,PID120,8,1009.56,8076.48
INV11435,01-03-2023 19:00,Priya Singh,2313,South,Jeans,Clothing,PID141,3,232.71,698.13
INV11436,01-03-2023 20:00,Amit Shah,2313,South,Laptop,Electronics,PID107,5,1373.96,6869.8
INV11437,01-03-2023 21:00,Ravi Mehta,2042,East,Washing Machine,Home Appliances,PID101,1,278.25,278.25
INV11438,01-03-2023 22:00,Sneha Kulkarni,4842,Central,Rice Cooker,Home Appliances,PID145,9,2139.84,19258.56
INV11439,01-03-2023 23:00,Karan Patel,2651,West,Rice Cooker,Home Appliances,PID133,7,1931.8,13522.6
INV11440,02-03-2023 00:00,Priya Singh,4363,North,Washing Machine,Home Appliances,PID111,3,1788,5364
INV11441,02-03-2023 01:00,Neha Rao,4843,North,Washing Machine,Home Appliances,PID148,6,2368.18,14209.08
INV11442,02-03-2023 02:00,Karan Patel,3425,North,Laptop,Electronics,PID117,1,2233.98,2233.98
INV11443,02-03-2023 03:00,Karan Patel,2177,North,Microwave,Home Appliances,PID116,3,106.54,319.62
INV11444,02-03-2023 04:00,Arjun Desai,2738,South,T-Shirt,Clothing,PID114,1,1970.08,1970.08
INV11445,02-03-2023 05:00,Ravi Mehta,2666,South,Washing Machine,Home Appliances,PID102,7,1504.69,10532.83
INV11446,02-03-2023 06:00,Karan Patel,1127,Central,Jeans,Clothing,PID120,3,1145.24,3435.72
INV11447,02-03-2023 07:00,Sneha Kulkarni,1432,South,Jeans,Clothing,PID118,5,789.23,3946.15
INV11448,02-03-2023 08:00,Ravi Mehta,3824,Central,Jeans,Clothing,PID131,5,570.75,2853.75
INV11449,02-03-2023 09:00,Neha Rao,3861,Central,Jeans,Clothing,PID110,9,2217.65,19958.85
INV11450,02-03-2023 10:00,Karan Patel,2985,North,T-Shirt,Clothing,PID117,1,971.36,971.36
INV11451,02-03-2023 11:00,Ravi Mehta,4341,North,Microwave,Home Appliances,PID128,3,1175.64,3526.92
INV11452,02-03-2023 12:00,Sneha Kulkarni,1514,South,Microwave,Home Appliances,PID102,4,1811.23,7244.92
INV11453,02-03-2023 13:00,Priya Singh,4329,South,Microwave,Home Appliances,PID149,4,1986.01,7944.04
INV11454,02-03-2023 14:00,Amit Shah,2365,Central,Mobile Phone,Electronics,PID103,8,1600.88,12807.04
INV11455,02-03-2023 15:00,Ravi Mehta,1501,East,Jeans,Clothing,PID127,8,1106.91,8855.28
INV11456,02-03-2023 16:00,Neha Rao,1988,North,Laptop,Electronics,PID108,4,253.81,1015.24
INV11457,02-03-2023 17:00,Amit Shah,1416,West,Microwave,Home Appliances,PID137,9,1568.06,14112.54
INV11458,02-03-2023 18:00,Arjun Desai,1099,East,Microwave,Home Appliances,PID106,9,2131.06,19179.54
INV11459,02-03-2023 19:00,Priya Singh,2417,North,Mobile Phone,Electronics,PID100,3,209.36,628.08
INV11460,02-03-2023 20:00,Neha Rao,1878,North,Microwave,Home Appliances,PID134,9,947.68,8529.12
INV11461,02-03-2023 21:00,Sneha Kulkarni,2076,South,T-Shirt,Clothing,PID146,8,694.36,5554.88
INV11462,02-03-2023 22:00,Neha Rao,3475,West,Washing Machine,Home Appliances,PID133,4,1396.76,5587.04
INV11463,02-03-2023 23:00,Priya Singh,3725,West,Jeans,Clothing,PID108,5,126.01,630.05
INV11464,03-03-2023 00:00,Amit Shah,3196,North,Microwave,Home Appliances,PID125,2,2218.17,4436.34
INV11465,03-03-2023 01:00,Sneha Kulkarni,3014,Central,Washing Machine,Home Appliances,PID107,7,2000.01,14000.07
INV11466,03-03-2023 02:00,Neha Rao,3722,West,Jeans,Clothing,PID118,2,350.03,700.06
INV11467,03-03-2023 03:00,Karan Patel,1450,East,Jeans,Clothing,PID125,1,2241.87,2241.87
INV11468,03-03-2023 04:00,Karan Patel,2618,Central,Microwave,Home Appliances,PID145,5,1941.68,9708.4
INV11469,03-03-2023 05:00,Ravi Mehta,1533,South,T-Shirt,Clothing,PID109,8,2395.96,19167.68
INV11470,03-03-2023 06:00,Karan Patel,3579,North,Mobile Phone,Electronics,PID142,4,720.76,2883.04
INV11471,03-03-2023 07:00,Neha Rao,3915,North,Jeans,Clothing,PID129,1,2152.49,2152.49
INV11472,03-03-2023 08:00,Amit Shah,1722,East,Jeans,Clothing,PID139,4,449.45,1797.8
INV11473,03-03-2023 09:00,Karan Patel,2389,East,LED TV,Electronics,PID135,9,1771.08,15939.72
INV11474,03-03-2023 10:00,Ravi Mehta,2347,South,T-Shirt,Clothing,PID130,8,272.36,2178.88
INV11475,03-03-2023 11:00,Sneha Kulkarni,1863,South,T-Shirt,Clothing,PID107,9,1814.06,16326.54
INV11476,03-03-2023 12:00,Karan Patel,2543,West,Laptop,Electronics,PID141,7,464.22,3249.54
INV11477,03-03-2023 13:00,Ravi Mehta,1818,Central,T-Shirt,Clothing,PID146,6,1864.03,11184.18
INV11478,03-03-2023 14:00,Karan Patel,2689,North,Laptop,Electronics,PID112,6,1155.35,6932.1
INV11479,03-03-2023 15:00,Arjun Desai,2586,West,Washing Machine,Home Appliances,PID136,1,423.1,423.1
